Gene ID	Root 1 hr log2FoldChange	padj
GSBRNA2T00052412001	-1.097751356	0.004246277
GSBRNA2T00154468001	-1.098267215	0.031862734
GSBRNA2T00143327001	-1.100738546	0.021530879
GSBRNA2T00130206001	-1.101305593	0.010275526
GSBRNA2T00146425001	-1.102208567	0.034081339
GSBRNA2T00140362001	-1.102765448	0.047873246
GSBRNA2T00063114001	-1.104323144	0.008455078
GSBRNA2T00072862001	-1.104982721	0.021945789
GSBRNA2T00117420001	-1.105003873	0.004337401
GSBRNA2T00055714001	-1.105183726	0.031418783
GSBRNA2T00045244001	-1.105372754	0.018707456
GSBRNA2T00093765001	-1.106836214	0.011297152
GSBRNA2T00134629001	-1.107234998	0.024192573
GSBRNA2T00110971001	-1.107513373	0.031908481
GSBRNA2T00101660001	-1.107583593	0.036989364
GSBRNA2T00100442001	-1.107916182	0.012797398
GSBRNA2T00083364001	-1.109017275	0.029665009
GSBRNA2T00074531001	-1.109082586	0.011203061
GSBRNA2T00081914001	-1.109282586	0.03912747
GSBRNA2T00116731001	-1.109427011	0.03578158
GSBRNA2T00140478001	-1.10968015	0.030105739
GSBRNA2T00028757001	-1.109830275	0.027018686
GSBRNA2T00106054001	-1.109878412	0.006495614
GSBRNA2T00067744001	-1.110406805	0.009097322
GSBRNA2T00016993001	-1.112503737	0.038430915
GSBRNA2T00017201001	-1.112941749	0.001250363
GSBRNA2T00131065001	-1.113674557	0.048404513
GSBRNA2T00080582001	-1.113717197	0.005507021
GSBRNA2T00154075001	-1.11527249	0.045232751
GSBRNA2T00071047001	-1.116516015	0.045418567
GSBRNA2T00012266001	-1.117012119	0.01129613
GSBRNA2T00112497001	-1.117917655	0.038414387
GSBRNA2T00002480001	-1.117962168	0.045948535
GSBRNA2T00077475001	-1.118280896	0.021562204
GSBRNA2T00125246001	-1.120078664	0.013576309
GSBRNA2T00040342001	-1.120774462	0.014740706
GSBRNA2T00120664001	-1.121033393	0.011886183
GSBRNA2T00140443001	-1.121069395	0.001748131
GSBRNA2T00129344001	-1.121535533	0.020811951
GSBRNA2T00021229001	-1.123220709	0.029610424
GSBRNA2T00096643001	-1.123387828	0.010386087
GSBRNA2T00059428001	-1.123507924	0.002393296
GSBRNA2T00010454001	-1.123525481	0.043572753
GSBRNA2T00150817001	-1.124474207	0.023752822
GSBRNA2T00051674001	-1.125973405	0.040913333
GSBRNA2T00006703001	-1.126372689	0.018653129
GSBRNA2T00053575001	-1.126978416	0.035048022
GSBRNA2T00052998001	-1.129077142	0.041064673
GSBRNA2T00078427001	-1.129685596	0.030464928
GSBRNA2T00119260001	-1.129900318	0.010553506
GSBRNA2T00132829001	-1.130074224	0.024213191
GSBRNA2T00152914001	-1.130077078	0.051939645
GSBRNA2T00136362001	-1.130106416	0.0441202
GSBRNA2T00140819001	-1.130301755	0.015076656
GSBRNA2T00104968001	-1.130703944	0.005694457
GSBRNA2T00115368001	-1.132866929	0.052018982
GSBRNA2T00070688001	-1.134173046	0.001313164
GSBRNA2T00083629001	-1.136018833	0.005044609
GSBRNA2T00022546001	-1.137280293	0.042220704
GSBRNA2T00076110001	-1.137592079	0.047095483
GSBRNA2T00006316001	-1.137799782	0.012117111
GSBRNA2T00123676001	-1.137827677	0.043829359
GSBRNA2T00090155001	-1.138381809	0.027361677
GSBRNA2T00006289001	-1.14042734	0.030431032
GSBRNA2T00065510001	-1.140898724	0.045221712
GSBRNA2T00013267001	-1.143244865	0.049658374
GSBRNA2T00153189001	-1.143539443	0.027346358
GSBRNA2T00156880001	-1.144296341	0.020393114
GSBRNA2T00128305001	-1.144969824	0.008801812
GSBRNA2T00073402001	-1.145892799	0.033153583
GSBRNA2T00136190001	-1.145904425	0.017414116
GSBRNA2T00134136001	-1.146039691	0.010601342
GSBRNA2T00052911001	-1.146097048	0.003814713
GSBRNA2T00099126001	-1.146258519	0.00181746
GSBRNA2T00057602001	-1.147871552	0.027505115
GSBRNA2T00039091001	-1.14897611	0.002079669
GSBRNA2T00077023001	-1.149908515	0.010131677
GSBRNA2T00127486001	-1.150029257	0.002185779
GSBRNA2T00043264001	-1.150748013	0.003945327
GSBRNA2T00083719001	-1.15083295	0.05203097
GSBRNA2T00116048001	-1.15197442	0.023203047
GSBRNA2T00103037001	-1.153568713	0.010226774
GSBRNA2T00058110001	-1.154308306	0.027254736
GSBRNA2T00073057001	-1.154722906	0.010690157
GSBRNA2T00132145001	-1.158055041	0.00705651
GSBRNA2T00107228001	-1.158074875	0.006355314
GSBRNA2T00139718001	-1.159758348	0.028680762
GSBRNA2T00035807001	-1.160566551	0.025522895
GSBRNA2T00148784001	-1.160964919	0.004984434
GSBRNA2T00098561001	-1.16175361	0.000211675
GSBRNA2T00131539001	-1.161826174	0.017611669
GSBRNA2T00128807001	-1.163097806	0.050610883
GSBRNA2T00107132001	-1.165339097	0.036262604
GSBRNA2T00135723001	-1.165743169	0.031274918
GSBRNA2T00138702001	-1.166269517	0.051137483
GSBRNA2T00066989001	-1.166747199	0.015199996
GSBRNA2T00086376001	-1.167485762	0.014712347
GSBRNA2T00131235001	-1.167729189	0.014338678
GSBRNA2T00020690001	-1.16845771	0.004609049
GSBRNA2T00079181001	-1.16873043	0.010339469
GSBRNA2T00111722001	-1.169226097	0.045995143
GSBRNA2T00019392001	-1.170380223	0.020675363
GSBRNA2T00011320001	-1.170783664	0.033967903
GSBRNA2T00070625001	-1.171627504	0.031274918
GSBRNA2T00016150001	-1.172290404	0.031443119
GSBRNA2T00123674001	-1.172689774	0.030713382
GSBRNA2T00012512001	-1.172737819	0.047021987
GSBRNA2T00059196001	-1.172942781	0.015444135
GSBRNA2T00100340001	-1.173021134	0.043039947
GSBRNA2T00056940001	-1.173290657	0.04380414
GSBRNA2T00024238001	-1.173758805	0.00195969
GSBRNA2T00091648001	-1.173808205	0.044066254
GSBRNA2T00030923001	-1.174218079	0.034103579
GSBRNA2T00121465001	-1.175076985	0.014435473
GSBRNA2T00036004001	-1.175955319	0.044478663
GSBRNA2T00000275001	-1.176502592	0.002328706
GSBRNA2T00102674001	-1.177649573	0.017309356
GSBRNA2T00006253001	-1.178168802	0.03759378
GSBRNA2T00153601001	-1.178352065	0.003550663
GSBRNA2T00104304001	-1.178604847	0.038120005
GSBRNA2T00148371001	-1.179158864	0.043193435
GSBRNA2T00149871001	-1.179800932	0.019469936
GSBRNA2T00089043001	-1.180056406	0.047509142
GSBRNA2T00000824001	-1.180096816	0.011160288
GSBRNA2T00092450001	-1.180947462	0.035534416
GSBRNA2T00054602001	-1.182079925	0.034010247
GSBRNA2T00036905001	-1.182624886	0.013128839
GSBRNA2T00109058001	-1.183682427	0.003134852
GSBRNA2T00103394001	-1.184091314	0.032761324
GSBRNA2T00077025001	-1.184231833	0.045795552
GSBRNA2T00139101001	-1.184304851	0.007609801
GSBRNA2T00128773001	-1.184527578	0.045712927
GSBRNA2T00047484001	-1.184830453	0.007033769
GSBRNA2T00098644001	-1.185146907	0.012715487
GSBRNA2T00071384001	-1.185203432	0.002957353
GSBRNA2T00144361001	-1.18524622	0.014684708
GSBRNA2T00056047001	-1.185486785	0.040308131
GSBRNA2T00065482001	-1.1857736	0.020379305
GSBRNA2T00092583001	-1.186967666	0.034903638
GSBRNA2T00060821001	-1.187176067	0.00269661
GSBRNA2T00144616001	-1.190531867	0.022927816
GSBRNA2T00136403001	-1.191271129	0.020543647
GSBRNA2T00023733001	-1.191653664	0.046581206
GSBRNA2T00057275001	-1.193037206	0.016937184
GSBRNA2T00111525001	-1.194030447	0.052134109
GSBRNA2T00070441001	-1.195017468	0.023258439
GSBRNA2T00077737001	-1.196138983	0.053465663
GSBRNA2T00144611001	-1.196285255	0.030913324
GSBRNA2T00080691001	-1.197516937	0.024474385
GSBRNA2T00134242001	-1.197606801	0.001040092
GSBRNA2T00081071001	-1.198562028	0.017703642
GSBRNA2T00085681001	-1.199882721	0.04612928
GSBRNA2T00049550001	-1.20261752	0.025329725
GSBRNA2T00128857001	-1.202772387	0.003778093
GSBRNA2T00121394001	-1.203229337	0.038202917
GSBRNA2T00083526001	-1.20341487	0.043468807
GSBRNA2T00127748001	-1.205700634	0.02445733
GSBRNA2T00134545001	-1.205885721	0.02873212
GSBRNA2T00137509001	-1.206199786	0.016085149
GSBRNA2T00025483001	-1.206227142	0.009710907
GSBRNA2T00007261001	-1.206311854	0.03313133
GSBRNA2T00073205001	-1.206758931	0.047156863
GSBRNA2T00128664001	-1.206951795	0.02560097
GSBRNA2T00001497001	-1.20758452	0.002605339
GSBRNA2T00083427001	-1.207838202	0.040638428
GSBRNA2T00133813001	-1.207946386	0.033643864
GSBRNA2T00141493001	-1.208153722	0.028499674
GSBRNA2T00032517001	-1.208567818	0.002060779
GSBRNA2T00043946001	-1.208768143	0.052490687
GSBRNA2T00009903001	-1.208889443	0.014125109
GSBRNA2T00084702001	-1.209532893	0.046953392
GSBRNA2T00037189001	-1.209709951	0.040676345
GSBRNA2T00080136001	-1.210337424	0.029107402
GSBRNA2T00061438001	-1.210823718	0.003379001
GSBRNA2T00143493001	-1.210926092	0.014123527
GSBRNA2T00068308001	-1.211560874	0.052627915
GSBRNA2T00060980001	-1.211700112	0.006829664
GSBRNA2T00112445001	-1.212227802	0.002584775
GSBRNA2T00005776001	-1.213291053	0.013521782
GSBRNA2T00094716001	-1.214080034	0.008937785
GSBRNA2T00060515001	-1.214662555	0.02067392
GSBRNA2T00053211001	-1.214773393	0.049474957
GSBRNA2T00106710001	-1.215489497	0.042715359
GSBRNA2T00042278001	-1.215531692	0.002795015
GSBRNA2T00065499001	-1.215767051	0.002256887
GSBRNA2T00009241001	-1.216270001	0.043938124
GSBRNA2T00110200001	-1.216274844	0.035000804
GSBRNA2T00002255001	-1.216830395	0.042706219
GSBRNA2T00114137001	-1.219495672	0.029130139
GSBRNA2T00125521001	-1.219578936	0.039094147
GSBRNA2T00109083001	-1.220341064	0.009976558
GSBRNA2T00118755001	-1.22124149	0.01017238
GSBRNA2T00126852001	-1.222923695	0.023224245
GSBRNA2T00050545001	-1.223556254	0.019510724
GSBRNA2T00002579001	-1.224316938	0.045947241
GSBRNA2T00072313001	-1.224514754	0.027132306
GSBRNA2T00131894001	-1.224628687	0.001399119
GSBRNA2T00141833001	-1.224856382	0.00130388
GSBRNA2T00043812001	-1.225437466	0.034749909
GSBRNA2T00147434001	-1.226601819	0.01401283
GSBRNA2T00132632001	-1.228170161	0.004014793
GSBRNA2T00013852001	-1.228248912	0.045949591
GSBRNA2T00120513001	-1.229412171	0.012868821
GSBRNA2T00127158001	-1.230369348	0.020082472
GSBRNA2T00081375001	-1.230540485	0.000238314
GSBRNA2T00064156001	-1.230795137	0.022809465
GSBRNA2T00105260001	-1.230843356	0.029373095
GSBRNA2T00125571001	-1.231034223	0.005188216
GSBRNA2T00020631001	-1.231559214	0.043613611
GSBRNA2T00104866001	-1.232418059	0.028499674
GSBRNA2T00133051001	-1.232715648	0.045282335
GSBRNA2T00006482001	-1.234348428	0.015202494
GSBRNA2T00092004001	-1.234482662	0.03437379
GSBRNA2T00057202001	-1.235409186	0.046352766
GSBRNA2T00155011001	-1.23582508	0.002530113
GSBRNA2T00090295001	-1.236662946	0.005782351
GSBRNA2T00156338001	-1.236936168	0.039890458
GSBRNA2T00069028001	-1.237703162	0.011166337
GSBRNA2T00062852001	-1.238855949	0.000417483
GSBRNA2T00111088001	-1.239104662	0.004682445
GSBRNA2T00153754001	-1.239251	0.019442002
GSBRNA2T00154473001	-1.239762504	0.032182007
GSBRNA2T00089675001	-1.240184869	0.004163365
GSBRNA2T00142403001	-1.240420339	0.005506588
GSBRNA2T00084739001	-1.240639669	0.04250298
GSBRNA2T00096293001	-1.241368911	0.005217044
GSBRNA2T00147823001	-1.241399571	0.039811473
GSBRNA2T00134796001	-1.241725718	0.015845255
GSBRNA2T00078260001	-1.241865771	0.018592774
GSBRNA2T00056496001	-1.242490215	0.014510283
GSBRNA2T00116855001	-1.244729818	0.004468065
GSBRNA2T00137604001	-1.245938627	0.043659352
GSBRNA2T00149798001	-1.246337392	0.002731261
GSBRNA2T00085361001	-1.247090779	0.00886786
GSBRNA2T00016217001	-1.247256112	0.009550066
GSBRNA2T00103247001	-1.247399794	0.028289319
GSBRNA2T00133143001	-1.247464559	0.019379628
GSBRNA2T00126435001	-1.248501296	0.005694019
GSBRNA2T00022027001	-1.249650719	0.016703937
GSBRNA2T00051655001	-1.249832912	0.006978796
GSBRNA2T00106341001	-1.250218693	0.013475692
GSBRNA2T00018205001	-1.250913582	0.029641485
GSBRNA2T00078093001	-1.250930479	0.012579147
GSBRNA2T00141977001	-1.251488212	0.034342663
GSBRNA2T00086221001	-1.251837173	0.039833517
GSBRNA2T00057379001	-1.251885771	0.004044723
GSBRNA2T00144233001	-1.251954726	0.021613767
GSBRNA2T00133425001	-1.252691967	0.006078424
GSBRNA2T00150526001	-1.253612188	0.027276237
GSBRNA2T00032428001	-1.253707081	0.03300707
GSBRNA2T00132541001	-1.253842097	0.030856838
GSBRNA2T00068989001	-1.254252511	0.04642909
GSBRNA2T00106177001	-1.255135594	0.051135445
GSBRNA2T00079347001	-1.257892917	0.006569929
GSBRNA2T00056028001	-1.258272843	0.017904803
GSBRNA2T00035399001	-1.258423773	0.012757182
GSBRNA2T00047930001	-1.2587112	0.035912154
GSBRNA2T00068061001	-1.258820071	0.010879571
GSBRNA2T00009284001	-1.258827853	0.031501136
GSBRNA2T00124941001	-1.259236377	0.008183503
GSBRNA2T00150510001	-1.25942389	0.034714687
GSBRNA2T00022021001	-1.261235056	0.040926951
GSBRNA2T00071414001	-1.261716248	0.043693704
GSBRNA2T00038507001	-1.261729145	0.016653436
GSBRNA2T00044343001	-1.261802175	0.040180366
GSBRNA2T00090192001	-1.262380504	0.008501699
GSBRNA2T00141946001	-1.26254493	0.034399546
GSBRNA2T00096653001	-1.263034522	0.005042854
GSBRNA2T00043905001	-1.263078233	0.05235234
GSBRNA2T00005815001	-1.263378519	0.043054875
GSBRNA2T00144600001	-1.263974758	0.007146955
GSBRNA2T00049000001	-1.264152742	0.015199996
GSBRNA2T00150799001	-1.264441101	0.006454246
GSBRNA2T00140406001	-1.264636006	0.008102373
GSBRNA2T00054711001	-1.265434002	0.046236745
GSBRNA2T00103601001	-1.265685497	0.002662715
GSBRNA2T00017900001	-1.266963706	0.007749298
GSBRNA2T00085367001	-1.267718667	0.036142761
GSBRNA2T00078268001	-1.269172666	0.003798613
GSBRNA2T00136866001	-1.269578058	0.03161297
GSBRNA2T00156279001	-1.269620508	0.052206117
GSBRNA2T00106724001	-1.270025146	0.011006104
GSBRNA2T00131013001	-1.270187495	0.020803317
GSBRNA2T00121309001	-1.270249658	0.046080267
GSBRNA2T00125461001	-1.270614457	0.011909071
GSBRNA2T00058202001	-1.270632043	0.009984954
GSBRNA2T00102204001	-1.27064439	0.010206494
GSBRNA2T00079059001	-1.271993185	0.05222793
GSBRNA2T00112077001	-1.272686685	0.000217928
GSBRNA2T00032324001	-1.273409827	0.002279517
GSBRNA2T00149833001	-1.273853713	0.050581106
GSBRNA2T00014635001	-1.27426089	0.000615003
GSBRNA2T00147851001	-1.274385176	0.001235311
GSBRNA2T00149752001	-1.274790737	0.025289868
GSBRNA2T00109901001	-1.27526902	0.002592265
GSBRNA2T00127067001	-1.275913285	0.035025739
GSBRNA2T00018428001	-1.277054042	0.017739017
GSBRNA2T00040155001	-1.277544832	0.00074196
GSBRNA2T00100961001	-1.277895378	0.019852392
GSBRNA2T00090920001	-1.278165898	0.00927628
GSBRNA2T00077008001	-1.278621148	0.005793848
GSBRNA2T00034359001	-1.279292245	0.005582278
GSBRNA2T00020410001	-1.280937504	0.013770106
GSBRNA2T00027001001	-1.281053348	0.015743711
GSBRNA2T00068196001	-1.281480977	0.003544313
GSBRNA2T00025852001	-1.281994474	0.003183367
GSBRNA2T00053580001	-1.282095232	0.027426781
GSBRNA2T00073060001	-1.282702199	0.027176423
GSBRNA2T00112459001	-1.283590727	0.008626686
GSBRNA2T00087561001	-1.284043881	0.054997987
GSBRNA2T00058547001	-1.284137661	0.036089187
GSBRNA2T00111567001	-1.284989207	0.034684948
GSBRNA2T00068817001	-1.286107745	0.054052938
GSBRNA2T00055023001	-1.286744022	0.015982437
GSBRNA2T00094593001	-1.28691208	0.004571247
GSBRNA2T00105608001	-1.2882942	0.022296923
GSBRNA2T00010424001	-1.291100158	0.00283868
GSBRNA2T00111506001	-1.292607389	0.004188733
GSBRNA2T00139111001	-1.292620221	0.028767217
GSBRNA2T00128527001	-1.294439907	0.003931316
GSBRNA2T00086065001	-1.294556134	0.000172295
GSBRNA2T00009776001	-1.295674152	0.037959819
GSBRNA2T00029308001	-1.295973444	0.019543354
GSBRNA2T00050365001	-1.296537731	0.033773775
GSBRNA2T00007234001	-1.296709017	0.000890805
GSBRNA2T00076062001	-1.296832065	0.000252174
GSBRNA2T00153789001	-1.296956798	0.050207074
GSBRNA2T00091476001	-1.297951805	0.020481089
GSBRNA2T00022802001	-1.298071668	0.004739416
GSBRNA2T00076657001	-1.298400119	0.011718164
GSBRNA2T00137461001	-1.298400478	0.054126937
GSBRNA2T00019870001	-1.298828361	0.031161164
GSBRNA2T00040432001	-1.299849097	0.034710123
GSBRNA2T00056225001	-1.299969913	0.013949453
GSBRNA2T00105159001	-1.299980138	0.021945789
GSBRNA2T00083938001	-1.301185944	0.014619943
GSBRNA2T00084729001	-1.302073603	0.01212827
GSBRNA2T00103948001	-1.302452601	0.011381498
GSBRNA2T00095694001	-1.303507918	0.036542907
GSBRNA2T00127096001	-1.304339414	0.001729159
GSBRNA2T00136359001	-1.305341247	0.019082781
GSBRNA2T00150778001	-1.306019913	0.004127602
GSBRNA2T00045245001	-1.306559921	0.035740615
GSBRNA2T00002339001	-1.306609603	0.045290444
GSBRNA2T00150532001	-1.307013572	0.052979515
GSBRNA2T00065888001	-1.307128575	0.007423169
GSBRNA2T00011103001	-1.307178924	0.012923086
GSBRNA2T00090353001	-1.307796686	0.010865557
GSBRNA2T00038531001	-1.308749039	0.005176662
GSBRNA2T00143254001	-1.309264123	0.024622134
GSBRNA2T00126649001	-1.309903758	0.029652644
GSBRNA2T00052982001	-1.310154356	0.047890111
GSBRNA2T00130435001	-1.311343051	0.048610832
GSBRNA2T00028358001	-1.313019536	0.035933577
GSBRNA2T00113388001	-1.313716372	0.002920646
GSBRNA2T00087039001	-1.314273602	0.017187328
GSBRNA2T00047474001	-1.31444558	0.00096196
GSBRNA2T00124313001	-1.314859886	0.026351493
GSBRNA2T00028133001	-1.316802064	0.000999329
GSBRNA2T00007235001	-1.316937516	0.045334854
GSBRNA2T00085685001	-1.317672796	0.024508439
GSBRNA2T00040246001	-1.318171041	0.010206528
GSBRNA2T00037117001	-1.319792167	0.005807931
GSBRNA2T00081907001	-1.32001231	0.013726674
GSBRNA2T00074201001	-1.320179594	0.001859943
GSBRNA2T00141026001	-1.320256437	0.006897547
GSBRNA2T00124552001	-1.320477207	0.011788793
GSBRNA2T00065395001	-1.320630332	0.002105983
GSBRNA2T00146369001	-1.32071488	0.047852589
GSBRNA2T00019885001	-1.321778311	0.038779672
GSBRNA2T00150553001	-1.322032505	0.018055577
GSBRNA2T00134349001	-1.322062849	0.033576409
GSBRNA2T00117649001	-1.322335661	0.02701663
GSBRNA2T00097045001	-1.32350676	0.054968058
GSBRNA2T00137660001	-1.323737505	0.003229542
GSBRNA2T00126837001	-1.324015214	0.043530118
GSBRNA2T00081660001	-1.324395283	0.011337176
GSBRNA2T00031379001	-1.324766209	0.005299584
GSBRNA2T00137488001	-1.32507163	0.029178966
GSBRNA2T00140791001	-1.325127247	0.000259617
GSBRNA2T00126386001	-1.325653581	0.00635892
GSBRNA2T00053190001	-1.325763134	0.011192957
GSBRNA2T00088312001	-1.325810035	0.013104386
GSBRNA2T00137259001	-1.326283365	0.009895248
GSBRNA2T00147223001	-1.327071224	0.019133321
GSBRNA2T00037678001	-1.327926593	0.007059064
GSBRNA2T00079205001	-1.328232902	0.000731878
GSBRNA2T00146248001	-1.329061269	0.043197903
GSBRNA2T00111880001	-1.330252248	0.007805865
GSBRNA2T00033315001	-1.331747721	0.011828615
GSBRNA2T00045225001	-1.332230059	0.043738314
GSBRNA2T00081644001	-1.332411505	0.007023291
GSBRNA2T00089287001	-1.332823454	0.027921219
GSBRNA2T00064403001	-1.333226332	0.012736633
GSBRNA2T00133168001	-1.334087589	0.017050071
GSBRNA2T00051868001	-1.334388712	0.000543991
GSBRNA2T00155301001	-1.334619681	0.014522543
GSBRNA2T00105790001	-1.335060525	0.04022787
GSBRNA2T00046001001	-1.335126338	0.028779317
GSBRNA2T00047345001	-1.33568175	0.003586982
GSBRNA2T00066320001	-1.33710111	0.046747641
GSBRNA2T00079236001	-1.337159043	0.03114863
GSBRNA2T00135467001	-1.338484261	0.009115769
GSBRNA2T00133408001	-1.338593644	0.013774641
GSBRNA2T00031288001	-1.339297848	0.014063108
GSBRNA2T00148712001	-1.339337583	0.022075439
GSBRNA2T00133140001	-1.339405645	0.00449661
GSBRNA2T00154603001	-1.340016114	8.87E-05
GSBRNA2T00082503001	-1.340357519	0.023664095
GSBRNA2T00125705001	-1.340679209	0.011788793
GSBRNA2T00021844001	-1.340775089	0.037279936
GSBRNA2T00077013001	-1.341285888	0.00898711
GSBRNA2T00123626001	-1.342647716	0.003807878
GSBRNA2T00090787001	-1.343176751	0.034319124
GSBRNA2T00005256001	-1.3435721	0.043973913
GSBRNA2T00099229001	-1.343629912	0.015877334
GSBRNA2T00140958001	-1.343859184	0.020109294
GSBRNA2T00091909001	-1.343895896	0.01360148
GSBRNA2T00077305001	-1.344036451	0.010679297
GSBRNA2T00119530001	-1.344731383	0.003385313
GSBRNA2T00007136001	-1.344742185	0.001263218
GSBRNA2T00022028001	-1.345363139	0.046778285
GSBRNA2T00045009001	-1.347072324	0.019052955
GSBRNA2T00090998001	-1.347247785	0.013026378
GSBRNA2T00023994001	-1.34792476	0.005186556
GSBRNA2T00031970001	-1.348248187	0.000523443
GSBRNA2T00040008001	-1.34884672	0.027730547
GSBRNA2T00034170001	-1.350028159	3.79E-05
GSBRNA2T00140688001	-1.350137556	0.009978585
GSBRNA2T00015172001	-1.3507063	0.000198293
GSBRNA2T00044848001	-1.351327231	0.000146828
GSBRNA2T00146663001	-1.351703366	0.033175641
GSBRNA2T00146543001	-1.352507808	0.000216008
GSBRNA2T00115439001	-1.353790495	0.009885542
GSBRNA2T00016096001	-1.354018448	0.035499975
GSBRNA2T00078110001	-1.354467068	0.003424829
GSBRNA2T00078283001	-1.354988065	0.013350408
GSBRNA2T00084764001	-1.355422065	0.043378651
GSBRNA2T00113687001	-1.355476589	0.019593875
GSBRNA2T00148530001	-1.355766544	0.004949101
GSBRNA2T00047911001	-1.357774187	0.000334699
GSBRNA2T00127750001	-1.359420317	0.001305373
