Gene ID	Root 1 hr log2FoldChange	padj
GSBRNA2T00034277001	1.083840289	0.020923135
GSBRNA2T00049525001	1.082446628	0.017802733
GSBRNA2T00020553001	1.082151898	0.047418575
GSBRNA2T00156609001	1.082078636	0.010191498
GSBRNA2T00098279001	1.082033482	0.028505005
GSBRNA2T00087007001	1.081937776	0.04454271
GSBRNA2T00096868001	1.081870771	0.028483911
GSBRNA2T00113567001	1.080680485	0.027817561
GSBRNA2T00151889001	1.080670231	0.025320037
GSBRNA2T00145019001	1.080171463	0.038545805
GSBRNA2T00002546001	1.079162863	0.022532617
GSBRNA2T00045374001	1.078571671	0.037095451
GSBRNA2T00126123001	1.078178237	0.034431021
GSBRNA2T00099046001	1.077484102	0.025146738
GSBRNA2T00004543001	1.077315679	0.024431804
GSBRNA2T00117587001	1.076953078	0.023058915
GSBRNA2T00131457001	1.076945841	0.043408754
GSBRNA2T00053564001	1.076503501	0.013586957
GSBRNA2T00055699001	1.075754328	0.010174723
GSBRNA2T00089582001	1.075319527	0.025806225
GSBRNA2T00138011001	1.074254145	0.023514743
GSBRNA2T00142211001	1.073438195	0.021356051
GSBRNA2T00086398001	1.072962685	0.02096991
GSBRNA2T00012085001	1.07248255	0.041558967
GSBRNA2T00135965001	1.072216058	0.030656575
GSBRNA2T00111031001	1.072140032	0.015342582
GSBRNA2T00127719001	1.071854792	0.03822225
GSBRNA2T00042231001	1.071092022	0.04108544
GSBRNA2T00114762001	1.070692753	0.043926058
GSBRNA2T00128893001	1.07035195	0.022658353
GSBRNA2T00089803001	1.069588996	0.030357203
GSBRNA2T00049379001	1.069253523	0.031581892
GSBRNA2T00131442001	1.068307959	0.018887048
GSBRNA2T00043448001	1.067216593	0.006298886
GSBRNA2T00071701001	1.063634804	0.015725915
GSBRNA2T00149553001	1.063569429	0.050328461
GSBRNA2T00040244001	1.061244429	0.024192573
GSBRNA2T00056340001	1.060004311	0.01648783
GSBRNA2T00070894001	1.059665144	0.037469059
GSBRNA2T00007263001	1.059641031	0.033747434
GSBRNA2T00031266001	1.056628806	0.033204825
GSBRNA2T00092703001	1.056263973	0.038414387
GSBRNA2T00049335001	1.055968766	0.008204392
GSBRNA2T00001893001	1.055256227	0.014735561
GSBRNA2T00059965001	1.054680446	0.008725739
GSBRNA2T00004971001	1.053045466	0.028013267
GSBRNA2T00090548001	1.052977816	0.0087223
GSBRNA2T00035324001	1.052928635	0.046510098
GSBRNA2T00100550001	1.05272333	0.035455912
GSBRNA2T00006221001	1.052700075	0.054819311
GSBRNA2T00087307001	1.052613506	0.013810035
GSBRNA2T00130348001	1.052437237	0.026454401
GSBRNA2T00035440001	1.052015403	0.029900714
GSBRNA2T00103253001	1.050363627	0.012101138
GSBRNA2T00123124001	1.04981152	0.021860683
GSBRNA2T00084725001	1.04968401	0.019732271
GSBRNA2T00023334001	1.049292853	0.003781723
GSBRNA2T00154272001	1.048344569	0.015451111
GSBRNA2T00010198001	1.047988769	0.032341583
GSBRNA2T00083440001	1.046681687	0.006182992
GSBRNA2T00072327001	1.046201163	0.029688733
GSBRNA2T00085267001	1.044248232	0.016275642
GSBRNA2T00104378001	1.043804976	0.012170483
GSBRNA2T00041422001	1.042339129	0.047890111
GSBRNA2T00037256001	1.041882447	0.037810911
GSBRNA2T00094365001	1.03912786	0.013100244
GSBRNA2T00143939001	1.038593236	0.007059064
GSBRNA2T00079527001	1.038539005	0.014389337
GSBRNA2T00126437001	1.037375083	0.035958956
GSBRNA2T00004672001	1.037009732	0.035704883
GSBRNA2T00147801001	1.034375828	0.015217556
GSBRNA2T00146519001	1.032879621	0.04801888
GSBRNA2T00157139001	1.032450225	0.009678371
GSBRNA2T00124905001	1.032198317	0.013718523
GSBRNA2T00154982001	1.031505966	0.030174009
GSBRNA2T00091415001	1.030061613	0.01637074
GSBRNA2T00131456001	1.028396756	0.037608809
GSBRNA2T00020426001	1.026110521	0.035704883
GSBRNA2T00154142001	1.026057138	0.005491246
GSBRNA2T00067031001	1.025854432	0.013598713
GSBRNA2T00127264001	1.024855491	0.023748918
GSBRNA2T00128612001	1.024599896	0.00779125
GSBRNA2T00152652001	1.02425484	0.052697934
GSBRNA2T00107647001	1.023992633	0.023710633
GSBRNA2T00078997001	1.020794652	0.019372103
GSBRNA2T00131756001	1.02075495	0.028930801
GSBRNA2T00027294001	1.020435097	0.014740706
GSBRNA2T00063644001	1.020096853	0.048316487
GSBRNA2T00131464001	1.019024724	0.031418783
GSBRNA2T00116510001	1.017285344	0.032312294
GSBRNA2T00129859001	1.016365323	0.021536505
GSBRNA2T00024110001	1.015293164	0.041506073
GSBRNA2T00008078001	1.015276683	0.014646651
GSBRNA2T00144461001	1.014668661	0.037900343
GSBRNA2T00074880001	1.014168956	0.030404969
GSBRNA2T00005727001	1.012500534	0.049887656
GSBRNA2T00125213001	1.010744338	0.025507797
GSBRNA2T00078438001	1.01024323	0.022045385
GSBRNA2T00049274001	1.00885329	0.01829628
GSBRNA2T00005249001	1.008659923	0.046056499
GSBRNA2T00141688001	1.007948176	0.017647168
GSBRNA2T00000318001	1.00774537	0.040746883
GSBRNA2T00077395001	1.007223903	0.044733166
GSBRNA2T00089296001	1.006188121	0.035838327
GSBRNA2T00094494001	1.002127331	0.053910405
GSBRNA2T00005764001	1.001427981	0.043100404
GSBRNA2T00014838001	0.997915043	0.033700841
GSBRNA2T00085221001	0.996801766	0.005505971
GSBRNA2T00018496001	0.99614073	0.054082326
GSBRNA2T00002358001	0.995936125	0.020843686
GSBRNA2T00043202001	0.995357515	0.016280085
GSBRNA2T00048196001	0.994410333	0.013303215
GSBRNA2T00139415001	0.993122447	0.021520307
GSBRNA2T00049633001	0.991937922	0.029776088
GSBRNA2T00082628001	0.991681644	0.022473201
GSBRNA2T00135441001	0.989634977	0.051643245
GSBRNA2T00004709001	0.988950973	0.027166575
GSBRNA2T00070737001	0.988353381	0.03434413
GSBRNA2T00097545001	0.988335511	0.041003354
GSBRNA2T00072278001	0.988090053	0.015071252
GSBRNA2T00105195001	0.986410381	0.020861406
GSBRNA2T00133015001	0.985124963	0.049380878
GSBRNA2T00105650001	0.984842811	0.005606217
GSBRNA2T00140810001	0.984428849	0.008432281
GSBRNA2T00007632001	0.983917857	0.022123453
GSBRNA2T00115304001	0.983630211	0.040391393
GSBRNA2T00114671001	0.983616328	0.014505001
GSBRNA2T00129428001	0.982058355	0.045623716
GSBRNA2T00076266001	0.981933009	0.050212155
GSBRNA2T00059913001	0.981655327	0.048254535
GSBRNA2T00046922001	0.979874946	0.040447722
GSBRNA2T00154322001	0.979458356	0.051100175
GSBRNA2T00081175001	0.979116918	0.02269686
GSBRNA2T00157422001	0.978063293	0.024442191
GSBRNA2T00146545001	0.975864124	0.052490687
GSBRNA2T00091203001	0.974946524	0.022743694
GSBRNA2T00060203001	0.97334974	0.036290944
GSBRNA2T00129586001	0.973073668	0.023723399
GSBRNA2T00120925001	0.972102941	0.041175862
GSBRNA2T00052809001	0.972087876	0.047761782
GSBRNA2T00033288001	0.971945219	0.006701101
GSBRNA2T00156190001	0.971330956	0.007962834
GSBRNA2T00063232001	0.970839561	0.0441202
GSBRNA2T00034358001	0.970685106	0.052229262
GSBRNA2T00117246001	0.970573259	0.034892576
GSBRNA2T00108364001	0.96970753	0.024465808
GSBRNA2T00056320001	0.967454703	0.034464609
GSBRNA2T00059761001	0.965516564	0.041612493
GSBRNA2T00149203001	0.965153948	0.032107227
GSBRNA2T00109357001	0.96503169	0.043051987
GSBRNA2T00089365001	0.964845185	0.028372997
GSBRNA2T00024621001	0.964497665	0.052198063
GSBRNA2T00154144001	0.963681057	0.026454401
GSBRNA2T00046820001	0.962542948	0.014114698
GSBRNA2T00066289001	0.96119227	0.043799691
GSBRNA2T00128661001	0.960810787	0.052877782
GSBRNA2T00099122001	0.959285082	0.024968727
GSBRNA2T00014667001	0.958456284	0.050574012
GSBRNA2T00098627001	0.954387414	0.034628697
GSBRNA2T00136376001	0.954281308	0.034768575
GSBRNA2T00067408001	0.953836914	0.04873752
GSBRNA2T00127354001	0.953638808	0.022344647
GSBRNA2T00102502001	0.951176309	0.03930279
GSBRNA2T00138536001	0.949756201	0.013027699
GSBRNA2T00124788001	0.949682731	0.034922832
GSBRNA2T00060825001	0.949200949	0.043256152
GSBRNA2T00154390001	0.948412076	0.05222793
GSBRNA2T00012832001	0.94614421	0.022083958
GSBRNA2T00021146001	0.943273736	0.040303293
GSBRNA2T00126758001	0.943024517	0.0182579
GSBRNA2T00077126001	0.936739233	0.047890111
GSBRNA2T00113432001	0.935237482	0.022023647
GSBRNA2T00104899001	0.934762493	0.047427801
GSBRNA2T00061637001	0.930171902	0.039202189
GSBRNA2T00145066001	0.928002396	0.042353802
GSBRNA2T00129385001	0.921789995	0.042373599
GSBRNA2T00017016001	0.921210415	0.020364951
GSBRNA2T00021833001	0.920022039	0.033058456
GSBRNA2T00092011001	0.919598822	0.050073322
GSBRNA2T00139753001	0.91887168	0.041132738
GSBRNA2T00139354001	0.918272317	0.048429087
GSBRNA2T00122207001	0.917589248	0.041660886
GSBRNA2T00000364001	0.916508319	0.05185606
GSBRNA2T00032688001	0.916356988	0.033951383
GSBRNA2T00008953001	0.915560059	0.050491696
GSBRNA2T00008013001	0.913815295	0.016401128
GSBRNA2T00091448001	0.913568938	0.03508444
GSBRNA2T00015722001	0.912714362	0.022937934
GSBRNA2T00020221001	0.910789308	0.042214185
GSBRNA2T00116198001	0.906636283	0.013272954
GSBRNA2T00089004001	0.906082637	0.038136303
GSBRNA2T00036510001	0.903053491	0.021749713
GSBRNA2T00155972001	0.899469952	0.027372791
GSBRNA2T00052376001	0.897238767	0.04108544
GSBRNA2T00043438001	0.896978204	0.037328383
GSBRNA2T00060249001	0.892935371	0.036865124
GSBRNA2T00053819001	0.891195259	0.049403029
GSBRNA2T00073951001	0.891010337	0.032752448
GSBRNA2T00128525001	0.890236629	0.019302165
GSBRNA2T00122185001	0.888705381	0.045348888
GSBRNA2T00092588001	0.883149443	0.052232958
GSBRNA2T00063045001	0.880460095	0.029994533
GSBRNA2T00014789001	0.878792182	0.052559092
GSBRNA2T00059153001	0.876846229	0.033336986
GSBRNA2T00134124001	0.87435057	0.04136034
GSBRNA2T00014982001	0.870614139	0.052083754
GSBRNA2T00137756001	0.867540762	0.05169776
GSBRNA2T00136546001	0.866914077	0.052490687
GSBRNA2T00084403001	0.865186013	0.014619943
GSBRNA2T00096656001	0.865145323	0.037888318
GSBRNA2T00049362001	0.860472656	0.048524637
GSBRNA2T00003105001	0.859558865	0.040006904
GSBRNA2T00101343001	0.856741076	0.052878641
GSBRNA2T00111146001	0.85544839	0.054266781
GSBRNA2T00006268001	0.854542673	0.040743907
GSBRNA2T00088460001	0.851246087	0.049537198
GSBRNA2T00079702001	0.842757979	0.049309196
GSBRNA2T00122339001	0.84174621	0.041981292
GSBRNA2T00143759001	0.841469911	0.048101585
GSBRNA2T00058650001	0.838417784	0.010596071
GSBRNA2T00081168001	0.838191953	0.044364305
GSBRNA2T00103519001	0.83751982	0.049659775
GSBRNA2T00133712001	0.832206735	0.051492498
GSBRNA2T00079426001	0.822409554	0.05012517
GSBRNA2T00119639001	0.818235303	0.042140588
GSBRNA2T00157083001	0.812855269	0.045345939
GSBRNA2T00116610001	0.810881324	0.053602956
GSBRNA2T00107771001	0.802544337	0.050546601
GSBRNA2T00154807001	0.798625891	0.044615303
GSBRNA2T00125003001	0.797176303	0.052690645
GSBRNA2T00035519001	0.774204294	0.047656626
GSBRNA2T00032011001	0.767171258	0.049389415
GSBRNA2T00071328001	0.74734572	0.036356153
GSBRNA2T00081086001	0.745744531	0.044378589
GSBRNA2T00078194001	0.741684954	0.04053767
GSBRNA2T00006707001	-0.678592029	0.051643245
GSBRNA2T00121694001	-0.688154028	0.052018982
GSBRNA2T00084227001	-0.704167633	0.038136303
GSBRNA2T00080700001	-0.706836299	0.052149264
GSBRNA2T00107129001	-0.714336092	0.044066254
GSBRNA2T00118676001	-0.723048024	0.049765638
GSBRNA2T00126533001	-0.725844504	0.036671235
GSBRNA2T00148780001	-0.726332608	0.046848503
GSBRNA2T00034803001	-0.729892999	0.049569158
GSBRNA2T00097447001	-0.731388185	0.043738314
GSBRNA2T00058381001	-0.731729835	0.035006732
GSBRNA2T00078293001	-0.734121957	0.041786276
GSBRNA2T00001324001	-0.735780112	0.022502943
GSBRNA2T00080193001	-0.741580066	0.036845516
GSBRNA2T00117056001	-0.771480239	0.052364267
GSBRNA2T00153994001	-0.773651785	0.037748974
GSBRNA2T00054735001	-0.776020049	0.040349974
GSBRNA2T00072394001	-0.777111339	0.036989364
GSBRNA2T00151902001	-0.778244678	0.051788718
GSBRNA2T00088545001	-0.778506699	0.026245573
GSBRNA2T00028993001	-0.781802651	0.046279899
GSBRNA2T00139319001	-0.783107359	0.051834773
GSBRNA2T00151027001	-0.783932588	0.054445885
GSBRNA2T00139371001	-0.791696887	0.054850775
GSBRNA2T00126663001	-0.792587504	0.046249335
GSBRNA2T00097384001	-0.795153301	0.044192363
GSBRNA2T00081098001	-0.801404004	0.054052938
GSBRNA2T00071607001	-0.802364312	0.021218283
GSBRNA2T00105112001	-0.802824185	0.025800499
GSBRNA2T00148858001	-0.806801634	0.04196599
GSBRNA2T00143034001	-0.808171494	0.039877208
GSBRNA2T00025283001	-0.815947201	0.039061167
GSBRNA2T00070955001	-0.816331509	0.034070034
GSBRNA2T00073254001	-0.818980406	0.016796442
GSBRNA2T00074538001	-0.819934049	0.040942069
GSBRNA2T00144204001	-0.830174804	0.033695036
GSBRNA2T00136806001	-0.830442615	0.02491102
GSBRNA2T00147942001	-0.83163982	0.029326022
GSBRNA2T00116990001	-0.832035575	0.04126803
GSBRNA2T00127087001	-0.832804397	0.020393114
GSBRNA2T00154847001	-0.834029182	0.04757167
GSBRNA2T00154281001	-0.835936992	0.035025739
GSBRNA2T00008537001	-0.837024301	0.010131677
GSBRNA2T00073044001	-0.837754926	0.042715359
GSBRNA2T00135504001	-0.840835407	0.017647168
GSBRNA2T00119544001	-0.841551746	0.042385024
GSBRNA2T00003256001	-0.84209517	0.023342996
GSBRNA2T00032503001	-0.843200834	0.045790279
GSBRNA2T00130568001	-0.847742884	0.045221712
GSBRNA2T00117722001	-0.848134826	0.038321882
GSBRNA2T00113940001	-0.851458357	0.033683096
GSBRNA2T00149143001	-0.852583895	0.017868674
GSBRNA2T00073959001	-0.853492569	0.052216713
GSBRNA2T00077601001	-0.854906568	0.018094385
GSBRNA2T00103036001	-0.856247062	0.032663742
GSBRNA2T00130853001	-0.856302766	0.025529938
GSBRNA2T00137992001	-0.856740925	0.040194013
GSBRNA2T00003531001	-0.856963379	0.024485585
GSBRNA2T00098085001	-0.857234407	0.040630797
GSBRNA2T00055464001	-0.85738644	0.025204069
GSBRNA2T00130577001	-0.859094462	0.045779836
GSBRNA2T00133449001	-0.860397235	0.042879957
GSBRNA2T00130874001	-0.861079695	0.014874733
GSBRNA2T00015820001	-0.861783848	0.011562634
GSBRNA2T00004498001	-0.862324897	0.053243195
GSBRNA2T00148618001	-0.864822619	0.049902665
GSBRNA2T00151882001	-0.870539328	0.017915966
GSBRNA2T00124757001	-0.87108434	0.036556506
GSBRNA2T00077022001	-0.871714393	0.008542046
GSBRNA2T00045519001	-0.871768031	0.044602258
GSBRNA2T00128370001	-0.871836533	0.031855444
GSBRNA2T00109246001	-0.874262205	0.025972258
GSBRNA2T00112364001	-0.876138773	0.028105341
GSBRNA2T00035240001	-0.8763223	0.034740013
GSBRNA2T00141445001	-0.877768074	0.035527689
GSBRNA2T00088421001	-0.877812743	0.037763904
GSBRNA2T00126980001	-0.878519362	0.037760102
GSBRNA2T00081363001	-0.879172702	0.040324712
GSBRNA2T00079099001	-0.882295122	0.042810831
GSBRNA2T00152637001	-0.882865782	0.032076524
GSBRNA2T00011037001	-0.883002679	0.033812841
GSBRNA2T00071764001	-0.88675274	0.04821677
GSBRNA2T00036696001	-0.886824683	0.04927703
GSBRNA2T00022023001	-0.887482717	0.023307471
GSBRNA2T00043862001	-0.888574044	0.040760325
GSBRNA2T00016219001	-0.889738741	0.032446295
GSBRNA2T00145290001	-0.890224991	0.018580932
GSBRNA2T00003216001	-0.891031917	0.008383904
GSBRNA2T00140371001	-0.891126694	0.021925328
GSBRNA2T00007547001	-0.891291887	0.034516373
GSBRNA2T00109139001	-0.891411596	0.053350343
GSBRNA2T00019935001	-0.89215257	0.008407488
GSBRNA2T00122973001	-0.892565647	0.01966112
GSBRNA2T00108138001	-0.895193245	0.038994828
GSBRNA2T00133164001	-0.895261954	0.018787574
GSBRNA2T00081968001	-0.895734365	0.045918977
GSBRNA2T00057072001	-0.896548789	0.013038779
GSBRNA2T00153730001	-0.896671593	0.031692787
GSBRNA2T00001459001	-0.896922638	0.015390696
GSBRNA2T00155495001	-0.897756155	0.016762373
GSBRNA2T00145572001	-0.898009967	0.044798802
GSBRNA2T00054245001	-0.898373542	0.044046678
GSBRNA2T00092695001	-0.900483746	0.023308458
GSBRNA2T00141914001	-0.901148925	0.040746883
GSBRNA2T00018625001	-0.901611016	0.048789078
GSBRNA2T00099038001	-0.905478773	0.028339106
GSBRNA2T00014609001	-0.905837433	0.009124365
GSBRNA2T00066506001	-0.90785113	0.035617692
GSBRNA2T00085388001	-0.909181591	0.019924381
GSBRNA2T00144393001	-0.913576626	0.013503184
GSBRNA2T00051535001	-0.913740225	0.036142761
GSBRNA2T00137491001	-0.914086702	0.012238747
GSBRNA2T00153195001	-0.915361956	0.014048575
GSBRNA2T00128406001	-0.917675976	0.02445733
GSBRNA2T00057913001	-0.919985217	0.023510852
GSBRNA2T00128588001	-0.92015464	0.018876675
GSBRNA2T00140532001	-0.920555342	0.032358941
GSBRNA2T00086663001	-0.921630034	0.005013641
GSBRNA2T00033087001	-0.922120999	0.031348881
GSBRNA2T00014703001	-0.922862391	0.028269879
GSBRNA2T00131108001	-0.923424008	0.046619434
GSBRNA2T00028880001	-0.924371889	0.039833517
GSBRNA2T00095308001	-0.925726284	0.032156846
GSBRNA2T00065562001	-0.925869936	0.054405241
GSBRNA2T00099549001	-0.925944405	0.015468673
GSBRNA2T00078001001	-0.92650032	0.011374004
GSBRNA2T00038303001	-0.930033809	0.043100404
GSBRNA2T00158427001	-0.930680974	0.025077575
GSBRNA2T00063599001	-0.930894595	0.010633106
GSBRNA2T00068520001	-0.932466505	0.03984156
GSBRNA2T00009340001	-0.934030538	0.011386952
GSBRNA2T00082278001	-0.934371154	0.050593336
GSBRNA2T00105329001	-0.934641734	0.043571706
GSBRNA2T00123941001	-0.934942992	0.025657325
GSBRNA2T00035303001	-0.935748507	0.052120422
GSBRNA2T00030591001	-0.937092222	0.022751288
GSBRNA2T00139633001	-0.937174854	0.014541837
GSBRNA2T00121329001	-0.939315615	0.040909822
GSBRNA2T00022918001	-0.939852412	0.02922686
GSBRNA2T00016195001	-0.940807515	0.027577461
GSBRNA2T00006844001	-0.942346419	0.030009621
GSBRNA2T00077786001	-0.942577972	0.053271843
GSBRNA2T00111876001	-0.944111793	0.02386668
GSBRNA2T00026459001	-0.949980419	0.02289361
GSBRNA2T00005508001	-0.952244655	0.014401718
GSBRNA2T00055727001	-0.953524234	0.029204455
GSBRNA2T00084358001	-0.954239656	0.002245929
GSBRNA2T00134330001	-0.955715708	0.011895365
GSBRNA2T00132548001	-0.956002131	0.015261068
GSBRNA2T00042941001	-0.956686151	0.00687321
GSBRNA2T00144138001	-0.957118102	0.010983354
GSBRNA2T00016230001	-0.95722549	0.028134374
GSBRNA2T00111565001	-0.957820223	0.009144855
GSBRNA2T00103331001	-0.959799873	0.017628109
GSBRNA2T00106508001	-0.960729434	0.016253264
GSBRNA2T00015320001	-0.960763863	0.02684021
GSBRNA2T00032336001	-0.961964788	0.008877798
GSBRNA2T00016674001	-0.96260496	0.036481605
GSBRNA2T00028995001	-0.965280135	0.033255441
GSBRNA2T00114639001	-0.967176309	0.048551355
GSBRNA2T00132772001	-0.967925926	0.020101502
GSBRNA2T00016447001	-0.968052664	0.046352766
GSBRNA2T00103765001	-0.968867246	0.038968712
GSBRNA2T00135452001	-0.96948105	0.014510283
GSBRNA2T00054652001	-0.972870902	0.020940765
GSBRNA2T00131000001	-0.973028217	0.024447816
GSBRNA2T00078299001	-0.973047957	0.023624128
GSBRNA2T00068732001	-0.974387826	0.047802101
GSBRNA2T00015850001	-0.97487925	0.053320565
GSBRNA2T00069998001	-0.975712866	0.046515136
GSBRNA2T00000878001	-0.978163339	0.015664593
GSBRNA2T00139211001	-0.979477747	0.018015211
GSBRNA2T00104069001	-0.980210055	0.051137483
GSBRNA2T00117849001	-0.980755899	0.013906181
GSBRNA2T00118765001	-0.980949994	0.019713425
GSBRNA2T00044601001	-0.982332648	0.024724804
GSBRNA2T00136326001	-0.983126608	0.006222217
GSBRNA2T00114067001	-0.984676551	0.018122977
GSBRNA2T00142060001	-0.987308034	0.020601779
GSBRNA2T00104176001	-0.98770478	0.022614418
GSBRNA2T00073211001	-0.987851905	0.044008816
GSBRNA2T00073053001	-0.988289668	0.022892233
GSBRNA2T00141743001	-0.988437212	0.020614638
GSBRNA2T00109066001	-0.988987859	0.042373599
GSBRNA2T00033313001	-0.989191748	0.023779861
GSBRNA2T00021559001	-0.989313967	0.049442893
GSBRNA2T00044584001	-0.990529009	0.007686161
GSBRNA2T00061054001	-0.991180726	0.028222178
GSBRNA2T00064691001	-0.995087541	0.043924866
GSBRNA2T00053888001	-0.995639147	0.005808753
GSBRNA2T00044414001	-0.996204845	0.048610832
GSBRNA2T00151035001	-0.996621508	0.024684494
GSBRNA2T00042107001	-0.998212289	0.014838391
GSBRNA2T00155440001	-0.998833113	0.044321072
GSBRNA2T00067472001	-0.999720748	0.014899466
GSBRNA2T00062114001	-0.999760945	0.054143715
GSBRNA2T00116748001	-1.002493818	0.005782351
GSBRNA2T00050647001	-1.003251478	0.023548473
GSBRNA2T00011682001	-1.003861201	0.05098477
GSBRNA2T00153473001	-1.005108197	0.02578158
GSBRNA2T00146401001	-1.005283141	0.022709383
GSBRNA2T00018310001	-1.006020567	0.026579263
GSBRNA2T00056523001	-1.006521493	0.036316965
GSBRNA2T00111715001	-1.006767816	0.007085063
GSBRNA2T00004259001	-1.007516352	0.018540663
GSBRNA2T00012845001	-1.007956367	0.042789198
GSBRNA2T00050940001	-1.008697817	0.002658027
GSBRNA2T00094653001	-1.008911781	0.034355631
GSBRNA2T00123506001	-1.008995965	0.041177558
GSBRNA2T00153196001	-1.009609326	0.014644439
GSBRNA2T00023615001	-1.009895099	0.053713342
GSBRNA2T00080465001	-1.009936027	0.035926122
GSBRNA2T00128835001	-1.011682273	0.012998351
GSBRNA2T00094816001	-1.012980931	0.041611429
GSBRNA2T00135480001	-1.013573727	0.040180366
GSBRNA2T00120692001	-1.014433018	0.052858599
GSBRNA2T00046913001	-1.017819211	0.010386087
GSBRNA2T00037335001	-1.018320755	0.049445225
GSBRNA2T00038720001	-1.018551884	0.011060413
GSBRNA2T00100574001	-1.020798794	0.038615404
GSBRNA2T00009927001	-1.021866871	0.025367974
GSBRNA2T00025695001	-1.023934961	0.042266249
GSBRNA2T00072989001	-1.024183756	0.045790279
GSBRNA2T00065366001	-1.025676465	0.041034142
GSBRNA2T00102813001	-1.025868327	0.035854004
GSBRNA2T00063312001	-1.026347021	0.010033085
GSBRNA2T00114172001	-1.026514983	0.030531068
GSBRNA2T00127332001	-1.027971518	0.030670341
GSBRNA2T00094705001	-1.029114054	0.012730973
GSBRNA2T00019966001	-1.030234477	0.020219562
GSBRNA2T00078284001	-1.032223866	0.009550066
GSBRNA2T00138828001	-1.033944126	0.041272267
GSBRNA2T00085701001	-1.034014646	0.007080569
GSBRNA2T00112192001	-1.034447485	0.005961099
GSBRNA2T00093745001	-1.034761303	0.013045139
GSBRNA2T00098656001	-1.035477292	0.010583001
GSBRNA2T00113585001	-1.035683871	0.023577558
GSBRNA2T00016699001	-1.03793895	0.038325288
GSBRNA2T00105368001	-1.03798079	0.047178253
GSBRNA2T00156113001	-1.03946006	0.004800188
GSBRNA2T00132762001	-1.041465793	0.00142826
GSBRNA2T00036382001	-1.041672575	0.017675754
GSBRNA2T00139556001	-1.042726932	0.032028844
GSBRNA2T00063183001	-1.042821974	0.002764746
GSBRNA2T00084781001	-1.043071537	0.025012365
GSBRNA2T00009851001	-1.044915809	0.037981507
GSBRNA2T00124783001	-1.045478812	0.041495925
GSBRNA2T00038939001	-1.045486062	0.036618619
GSBRNA2T00156261001	-1.046035253	0.028843144
GSBRNA2T00137539001	-1.04637435	0.048055669
GSBRNA2T00036094001	-1.047361017	0.0047955
GSBRNA2T00075577001	-1.047867682	0.019670401
GSBRNA2T00044239001	-1.049384707	0.031358633
GSBRNA2T00150564001	-1.049508005	0.011446248
GSBRNA2T00156087001	-1.051058029	0.050654503
GSBRNA2T00001794001	-1.052160932	0.044688976
GSBRNA2T00114103001	-1.052304274	0.024517033
GSBRNA2T00123928001	-1.053139024	0.002317118
GSBRNA2T00055061001	-1.053150364	0.028147596
GSBRNA2T00094191001	-1.053850036	0.032229112
GSBRNA2T00150790001	-1.054458618	0.010226774
GSBRNA2T00045480001	-1.056795181	0.021003584
GSBRNA2T00038910001	-1.058695527	0.010404321
GSBRNA2T00059983001	-1.060536649	0.001873182
GSBRNA2T00021273001	-1.060604153	0.031519441
GSBRNA2T00127634001	-1.061218882	0.013935226
GSBRNA2T00111966001	-1.062031384	0.024684494
GSBRNA2T00055149001	-1.063067411	0.045664574
GSBRNA2T00064349001	-1.063093192	0.010014099
GSBRNA2T00140369001	-1.06435856	0.017101119
GSBRNA2T00026659001	-1.064556253	0.028649366
GSBRNA2T00059420001	-1.065225737	0.018456925
GSBRNA2T00139546001	-1.065714162	0.009840309
GSBRNA2T00018621001	-1.066047047	0.024929609
GSBRNA2T00139757001	-1.06607058	0.001777529
GSBRNA2T00006565001	-1.068556357	0.038448452
GSBRNA2T00059752001	-1.074136369	0.040690808
GSBRNA2T00010009001	-1.075594472	0.039367362
GSBRNA2T00034112001	-1.075783424	0.017896521
GSBRNA2T00085767001	-1.07610405	0.051073662
GSBRNA2T00030217001	-1.077844436	0.048553632
GSBRNA2T00090255001	-1.079594261	0.008214828
GSBRNA2T00065348001	-1.079850094	0.035266739
GSBRNA2T00032096001	-1.080608377	0.029717642
GSBRNA2T00077433001	-1.081699532	0.028744097
GSBRNA2T00045298001	-1.082835763	0.045397531
GSBRNA2T00111924001	-1.083263751	0.051230839
GSBRNA2T00008211001	-1.084141056	0.026201352
GSBRNA2T00122228001	-1.08440945	0.017822985
GSBRNA2T00101214001	-1.085234527	0.051533498
GSBRNA2T00067799001	-1.085260778	0.051452553
GSBRNA2T00124616001	-1.085546173	0.052316419
GSBRNA2T00087956001	-1.085556955	0.042373599
GSBRNA2T00104772001	-1.086231308	0.049277721
GSBRNA2T00088787001	-1.087381135	0.036451097
GSBRNA2T00111522001	-1.087697629	0.010382028
GSBRNA2T00082424001	-1.087734232	0.046477474
GSBRNA2T00095032001	-1.087784689	0.002105983
GSBRNA2T00056544001	-1.089815283	0.007350801
GSBRNA2T00142910001	-1.090049917	0.020216041
GSBRNA2T00031277001	-1.090293687	0.001048193
GSBRNA2T00059448001	-1.090410653	0.030999355
GSBRNA2T00053073001	-1.090616772	0.01044196
GSBRNA2T00018790001	-1.090921059	0.051664543
GSBRNA2T00022088001	-1.091235271	0.007529674
GSBRNA2T00012067001	-1.091398077	0.006857407
GSBRNA2T00083433001	-1.091633025	0.040913333
GSBRNA2T00019642001	-1.091999248	0.02332468
GSBRNA2T00097315001	-1.094395438	0.021273298
GSBRNA2T00105977001	-1.096900125	0.033170178
GSBRNA2T00034979001	-1.097009357	0.03912747
