AGI_code	log2-fold change	P-value	FDR
AT4G27810	1.87743277	1.48622E-06	1.64299E-05
AT1G33050	1.87579144	6.35917E-27	2.28975E-24
AT1G66173	1.871014195	1.30969E-13	6.1358E-12
AT3G11340	1.869693271	8.48848E-24	1.82865E-21
AT3G29370	1.868316825	1.65619E-13	7.57611E-12
AT5G42290	1.868158175	0.005667888	0.021787267
AT3G15356	1.862680903	7.34387E-05	0.000523924
AT3G54625	1.86183187	2.67191E-05	0.000217104
AT1G16840	1.861187801	7.96777E-21	1.14107E-18
AT2G18670	1.857772929	1.77538E-12	6.79035E-11
AT1G02380	1.853358621	3.57496E-08	5.81083E-07
AT2G25735	1.847911854	2.37338E-05	0.000195302
AT4G25470	1.847546554	0.008246812	0.029749663
AT2G38870	1.846359003	4.50676E-18	4.31912E-16
AT3G47340	1.844580973	0.000900225	0.004551688
AT5G58070	1.84353773	1.69082E-09	3.6055E-08
AT5G41290	1.841875338	1.14855E-10	3.11282E-09
AT1G15415	1.841325801	0.000525202	0.002855419
AT4G08770	1.841308405	3.71805E-08	6.00727E-07
AT2G39510	1.83913938	0.003881967	0.015814608
AT1G27730	1.836880242	2.88646E-05	0.000232661
AT4G14690	1.835455202	8.57963E-05	0.000599361
AT5G28630	1.834348603	7.70549E-07	9.18283E-06
AT5G65690	1.830494094	6.03184E-08	9.36161E-07
AT5G41280	1.8301952	3.52045E-08	5.73952E-07
AT2G35950	1.829004841	5.92054E-05	0.000433491
AT1G78000	1.825902681	4.90242E-12	1.69966E-10
AT1G06160	1.821191193	0.000587672	0.003147312
AT4G39670	1.813630221	3.95911E-13	1.69422E-11
AT5G22920	1.813091903	9.78442E-11	2.66612E-09
AT3G13310	1.812701448	6.44301E-19	7.28234E-17
AT1G72900	1.811365135	2.32439E-06	2.44721E-05
AT5G64260	1.810624826	2.07838E-12	7.87753E-11
AT5G59080	1.810507726	7.28831E-10	1.67611E-08
AT1G02850	1.80581578	8.43876E-17	6.70974E-15
AT5G53970	1.800616583	7.26268E-16	5.04286E-14
AT1G67070	1.799481378	4.69152E-10	1.12726E-08
AT3G02800	1.79711409	1.87288E-07	2.59516E-06
AT1G68880	1.796870282	2.51172E-15	1.6068E-13
AT5G64250	1.796581551	5.89452E-30	3.09524E-27
AT5G03490	1.79562915	1.82855E-19	2.24823E-17
AT3G62150	1.791239395	1.84689E-09	3.92024E-08
AT1G30720	1.790498863	6.86338E-07	8.26129E-06
AT4G32840	1.78749735	2.21117E-29	1.09279E-26
AT1G73805	1.785290674	8.80292E-06	8.04274E-05
AT5G13740	1.781457159	4.15523E-16	3.00955E-14
AT1G23850	1.779909878	2.22022E-09	4.60582E-08
AT5G22270	1.779816779	5.55665E-07	6.83287E-06
AT2G28400	1.778155146	6.43358E-21	9.31945E-19
AT5G14730	1.77758862	1.85328E-17	1.61076E-15
AT4G31800	1.774658851	3.2673E-05	0.000259214
AT5G61590	1.766141791	4.35613E-10	1.05549E-08
AT3G02240	1.765671712	3.92048E-12	1.3957E-10
AT3G10815	1.762046884	3.47096E-09	6.92133E-08
AT3G44260	1.755778175	0.00011185	0.000758045
AT3G25410	1.7552926	6.743E-28	2.69773E-25
AT4G40065	1.753790883	9.92636E-15	5.73839E-13
AT5G63790	1.748312162	1.93326E-33	1.39223E-30
AT3G14990	1.747592232	1.04579E-32	6.5898E-30
AT5G49690	1.746755266	0.000151692	0.000982876
AT1G13448	1.745081392	6.47802E-05	0.000469326
AT4G15120	1.744518391	3.03549E-11	9.11914E-10
AT1G68240	1.743049325	0.000279143	0.001660532
AT5G06730	1.742889784	5.62694E-15	3.36083E-13
AT5G13370	1.740226331	5.9599E-06	5.65372E-05
AT3G22961	1.739122597	0.000132743	0.000877237
AT2G16586	1.738960377	2.21068E-05	0.000182989
AT1G67810	1.738234125	4.3593E-10	1.05549E-08
AT2G25410	1.737178652	3.07793E-09	6.19149E-08
AT1G11580	1.7360616	2.26444E-14	1.24347E-12
AT3G50480	1.732787412	4.91194E-07	6.14724E-06
AT1G49570	1.731985626	2.01877E-05	0.000168655
AT5G66650	1.729868852	1.77433E-10	4.6392E-09
AT3G08860	1.729422024	2.03145E-07	2.78579E-06
AT2G31390	1.729063288	2.19988E-09	4.58065E-08
AT5G16370	1.726416895	2.46737E-10	6.28183E-09
AT2G38210	1.726306325	0.00126463	0.00611335
AT5G19120	1.726164371	4.36672E-13	1.86548E-11
AT3G50980	1.722289944	1.22706E-07	1.77645E-06
AT1G26250	1.721862784	8.44344E-06	7.75039E-05
AT1G35670	1.721161005	2.93094E-13	1.2781E-11
AT1G28040	1.720310339	2.11382E-06	2.24521E-05
AT1G12780	1.717491029	4.36196E-15	2.66853E-13
AT2G46450	1.714680417	8.3527E-28	3.28953E-25
AT3G60930	1.706232753	2.22351E-21	3.39657E-19
AT1G15330	1.701604836	1.1349E-07	1.65252E-06
AT4G13820	1.699128937	8.86369E-10	1.99829E-08
AT3G29000	1.698315075	8.96954E-05	0.000622459
AT4G15550	1.696831603	1.01984E-16	8.03284E-15
AT4G36820	1.686874981	0.000117731	0.000793004
AT1G33813	1.686413822	0.011621719	0.039451238
AT1G59700	1.684920746	1.19675E-05	0.000105913
AT4G17500	1.682534845	0.000430712	0.002408721
AT1G47960	1.680279005	1.32203E-06	1.48229E-05
AT3G15340	1.679848074	2.48816E-19	3.0151E-17
AT3G17050	1.677962634	8.23859E-08	1.23677E-06
AT1G11330	1.677631982	1.34839E-13	6.2821E-12
AT1G03090	1.676497104	3.02145E-09	6.08271E-08
AT1G71695	1.675440232	1.79898E-05	0.000152108
AT4G02520	1.674456724	7.76108E-10	1.7719E-08
AT4G17030	1.673205063	1.63965E-06	1.79062E-05
AT3G25882	1.672097729	9.01118E-17	7.12298E-15
AT2G31945	1.668758014	0.000373003	0.002130901
AT1G21230	1.667093293	0.000662674	0.003497213
AT5G62720	1.666333727	2.63834E-11	8.05078E-10
AT1G23730	1.663861753	0.002217984	0.009804329
AT4G27280	1.662959435	2.46304E-07	3.30922E-06
AT5G38310	1.661493867	1.87781E-07	2.60055E-06
AT4G34135	1.658133266	5.12747E-15	3.09923E-13
AT2G46080	1.653277523	6.61869E-23	1.26382E-20
AT1G25275	1.652539725	2.03115E-09	4.26272E-08
AT1G78850	1.652105169	9.015E-17	7.12298E-15
AT5G39610	1.651484612	2.23367E-05	0.000184589
AT2G25510	1.647158228	1.17962E-07	1.71467E-06
AT2G28755	1.646838033	6.63136E-05	0.000478647
AT3G60470	1.646174735	0.000140966	0.000922389
AT3G20380	1.645456766	4.54786E-07	5.74869E-06
AT1G13550	1.645066617	2.35416E-06	2.47339E-05
AT4G18170	1.644815964	4.11578E-10	9.99405E-09
AT2G29120	1.644607733	0.00017321	0.001102465
AT3G45638	1.643501529	0.00129881	0.006253394
AT1G58130	1.642681528	0.008758453	0.031237697
AT1G18300	1.640005963	4.90417E-09	9.51575E-08
AT5G51460	1.638791594	2.96291E-14	1.59573E-12
AT4G33980	1.638101544	4.91028E-05	0.000368783
AT2G37025	1.636293491	0.001530408	0.007202004
AT3G29810	1.636251567	1.50267E-09	3.24549E-08
AT4G19720	1.634842592	7.14717E-10	1.64817E-08
AT3G48390	1.634098979	7.13833E-10	1.64763E-08
AT3G22910	1.631571205	4.0597E-08	6.51749E-07
AT3G02555	1.630612208	8.42487E-18	7.74996E-16
AT1G64740	1.628059445	1.26627E-25	3.71121E-23
AT5G49700	1.626498897	0.000152346	0.000986102
AT1G33030	1.624862699	5.77111E-10	1.36072E-08
AT1G21326	1.62376309	8.38293E-05	0.000587248
AT1G14860	1.623241302	5.91628E-14	2.99236E-12
AT4G21380	1.62199745	0.000934197	0.00469895
AT4G15765	1.619226629	4.02755E-11	1.18208E-09
AT3G61198	1.61907599	7.4746E-19	8.29944E-17
AT2G23690	1.615009261	1.1206E-14	6.41926E-13
AT5G11920	1.614497048	5.83297E-09	1.11632E-07
AT1G70581	1.611468195	4.9512E-06	4.7906E-05
AT3G60490	1.606642853	2.63249E-10	6.65517E-09
AT1G02440	1.603264065	5.58271E-07	6.86066E-06
AT5G42200	1.602404627	0.0001559	0.001005235
AT5G28646	1.602156167	3.98193E-06	3.95447E-05
AT2G16380	1.601737074	4.14663E-07	5.30474E-06
AT1G03800	1.598331059	0.000679642	0.003575535
AT1G29860	1.5970873	1.95666E-06	2.09061E-05
AT4G14365	1.596204031	9.36725E-06	8.4837E-05
AT5G07010	1.592981028	2.59131E-06	2.6845E-05
AT3G14260	1.592091902	1.36357E-06	1.52007E-05
AT1G55850	1.591289614	8.5799E-14	4.15878E-12
AT3G46280	1.584405079	7.7559E-19	8.57401E-17
AT2G38230	1.583995631	1.34817E-08	2.41682E-07
AT1G22890	1.583939243	2.30302E-06	2.42674E-05
AT2G02990	1.582670271	0.000924129	0.004658532
AT1G10920	1.582493328	2.6194E-11	8.00267E-10
AT5G46040	1.579797719	1.06849E-06	1.22582E-05
AT5G56550	1.57533171	6.84411E-09	1.29121E-07
AT5G22540	1.574616003	0.003379275	0.01406218
AT4G24570	1.57403881	0.006863642	0.025553632
AT1G66880	1.573910677	4.67087E-12	1.62834E-10
AT4G15760	1.573757637	1.81768E-24	4.28174E-22
AT3G30775	1.571964355	1.50216E-14	8.43248E-13
AT2G39770	1.569844083	2.85913E-22	4.90982E-20
AT1G71140	1.568121557	9.52949E-05	0.000657877
AT1G04540	1.568048812	0.000616938	0.003285424
AT3G26220	1.567582218	1.11388E-05	9.9523E-05
AT5G37740	1.567213571	8.22485E-22	1.32043E-19
AT3G18930	1.566023312	1.04387E-14	6.00704E-13
AT1G77145	1.564878476	1.85645E-05	0.000156442
AT5G10150	1.561702213	0.003714322	0.015230111
AT4G04710	1.559641297	0.006419149	0.024134046
AT3G14700	1.557265741	0.002778217	0.011883416
AT2G30040	1.556441412	1.69426E-18	1.77194E-16
AT1G72450	1.551078914	0.00727957	0.026805197
AT3G12150	1.551060387	6.05084E-16	4.27203E-14
AT4G27300	1.550048658	0.005592059	0.02157145
AT4G23030	1.5496835	0.011734363	0.039763999
AT2G43590	1.549026191	7.36044E-13	3.00407E-11
AT2G38470	1.548340299	4.45085E-05	0.000338821
AT1G26730	1.547690937	5.39941E-06	5.16871E-05
AT5G51760	1.545361243	0.005167142	0.02015753
AT5G38900	1.545254237	2.38217E-07	3.21772E-06
AT1G32920	1.54406282	2.75868E-10	6.94631E-09
AT2G45220	1.543027687	0.000376732	0.002148797
AT3G61060	1.54244277	0.000155123	0.001001761
AT2G14245	1.541447047	0.001535168	0.007219013
AT2G44370	1.539835638	1.27393E-12	4.94751E-11
AT4G16260	1.539653389	3.54787E-05	0.000278753
AT4G27652	1.537384479	1.13936E-05	0.000101297
AT3G30580	1.536043548	0.003543733	0.014649794
AT2G30550	1.530411255	2.74662E-20	3.72197E-18
AT5G03550	1.529511546	0.006680601	0.024962642
AT2G26530	1.528931019	0.000421886	0.002366183
AT1G51820	1.528068826	0.000557282	0.003006486
AT5G07440	1.525819097	4.64205E-08	7.36795E-07
AT4G37370	1.525651016	0.000199359	0.001245312
AT5G61600	1.525018798	2.88919E-10	7.2244E-09
AT1G07150	1.524380977	6.73251E-06	6.30595E-05
AT5G53160	1.523097216	1.8846E-12	7.19717E-11
AT1G53840	1.518938059	1.5087E-17	1.34847E-15
AT5G03330	1.517620844	1.5747E-13	7.24278E-12
AT2G23680	1.516623821	1.43105E-08	2.5527E-07
AT3G47600	1.516359117	5.16313E-05	0.000385819
AT1G20270	1.512814072	3.50397E-14	1.84765E-12
AT1G76230	1.511224954	0.001600426	0.007478448
AT2G43930	1.511084345	0.001984706	0.008942389
AT1G62840	1.510774191	3.49704E-07	4.55776E-06
AT2G36460	1.508499899	1.31346E-08	2.35628E-07
AT1G73260	1.508328842	5.6166E-05	0.000415273
AT4G36500	1.507397215	8.87396E-06	8.0922E-05
AT1G74940	1.507309712	7.44889E-07	8.88965E-06
AT1G22220	1.507262361	5.0546E-09	9.78503E-08
AT5G24490	1.50617016	2.52602E-12	9.43236E-11
AT5G39480	1.50508767	3.29458E-05	0.000261132
AT1G08115	1.504059122	0.009426685	0.033138017
AT4G11470	1.503473848	0.002386883	0.010430198
AT5G60350	1.503336651	0.00034872	0.00201363
AT3G16800	1.502481991	8.99971E-19	9.8625E-17
AT1G67920	1.496238953	6.42605E-06	6.04135E-05
AT2G38600	1.49447221	0.000450686	0.002503206
AT2G47550	1.493347642	1.54021E-18	1.61755E-16
AT3G47800	1.49171747	1.54356E-20	2.14947E-18
AT5G66640	1.491017494	0.000156951	0.001010839
AT4G39830	1.490894462	3.87013E-12	1.37972E-10
AT4G37520	1.489784936	7.6701E-05	0.000543964
AT3G23450	1.487828618	3.27496E-09	6.55643E-08
AT2G30140	1.487069379	5.78717E-11	1.65756E-09
AT1G62200	1.484682015	1.08782E-18	1.17676E-16
AT2G43140	1.480582672	8.96241E-12	2.96843E-10
AT4G37030	1.479769265	4.4669E-10	1.07843E-08
AT5G02580	1.478948853	3.17849E-18	3.14172E-16
AT1G01448	1.47845319	7.83483E-21	1.12844E-18
AT2G47450	1.474863244	1.65825E-08	2.90654E-07
AT2G22990	1.473867796	0.000751808	0.003903857
AT4G20070	1.473600672	3.471E-24	7.74217E-22
AT5G07150	1.473077775	6.35103E-13	2.62422E-11
AT5G65980	1.470699178	0.007612969	0.027817468
AT2G36580	1.470477299	5.71714E-14	2.89941E-12
AT3G52800	1.469567471	1.18689E-14	6.78355E-13
AT5G22890	1.466301893	4.6439E-10	1.11795E-08
AT1G13590	1.465398887	1.45686E-20	2.04002E-18
AT1G69890	1.459201654	2.13895E-05	0.000177928
AT1G56470	1.45581386	0.01195579	0.040351592
AT2G29480	1.455710305	6.21899E-11	1.75926E-09
AT5G54490	1.455540772	1.15827E-09	2.5654E-08
AT4G23180	1.454034655	1.4017E-05	0.000121534
AT3G48360	1.4536178	1.5656E-09	3.36985E-08
AT5G14760	1.44974388	6.90547E-08	1.06E-06
AT1G32928	1.449331738	1.78152E-06	1.92635E-05
AT3G49570	1.448796813	3.21736E-05	0.000255735
AT5G25610	1.446964814	1.32855E-05	0.000116191
AT5G42630	1.445314022	3.58106E-13	1.54292E-11
AT2G01860	1.444455065	2.85301E-12	1.04825E-10
AT2G24130	1.444185833	4.47024E-05	0.000340092
AT2G35730	1.441287801	0.001993245	0.008974587
AT4G11290	1.43820385	5.39289E-05	0.000400849
AT1G71980	1.435118683	1.03489E-21	1.62015E-19
AT1G12200	1.433271988	5.71419E-11	1.64039E-09
AT5G21940	1.432993834	7.85213E-12	2.62833E-10
AT5G25250	1.432475476	0.000222201	0.001364662
AT1G19390	1.428779778	0.001073195	0.005297666
AT1G21210	1.428558763	2.27779E-06	2.40317E-05
AT1G80920	1.427279424	6.03514E-11	1.72076E-09
AT5G45080	1.426975617	2.32092E-05	0.000191172
AT5G65600	1.426659813	0.000443323	0.002469382
AT4G38470	1.425790754	3.65903E-09	7.26189E-08
AT4G18340	1.422117511	2.37625E-08	4.01931E-07
AT2G21210	1.420292657	0.000477378	0.002631739
AT2G18700	1.420113783	5.07304E-13	2.14181E-11
AT3G27310	1.419503576	5.46317E-22	9.05916E-20
AT4G40070	1.416782276	0.000215856	0.001331209
AT1G61750	1.415066053	6.24039E-06	5.88656E-05
AT4G01120	1.414993926	2.26442E-22	4.04785E-20
AT4G11650	1.414971692	0.001850935	0.008428694
AT4G23260	1.414960056	1.30101E-08	2.33562E-07
AT1G17830	1.414950331	2.87804E-10	7.20366E-09
AT4G09110	1.414663252	0.001080176	0.005325866
AT3G15510	1.414599348	3.89536E-07	5.00421E-06
AT2G32487	1.410810057	0.000920976	0.004646357
AT3G28910	1.40532621	1.14829E-11	3.73937E-10
AT2G28570	1.403429995	3.67636E-12	1.31436E-10
AT2G43570	1.400341137	3.0917E-07	4.07351E-06
AT4G27657	1.395475956	0.004881351	0.019207377
AT3G11773	1.395038408	0.007203323	0.026590474
AT5G25260	1.393507555	0.003731415	0.015287761
AT2G46070	1.389612239	1.00978E-06	1.16536E-05
AT4G36060	1.389436889	1.05511E-17	9.60073E-16
AT5G25440	1.388375968	3.27502E-16	2.39266E-14
AT4G37870	1.386630223	1.58313E-20	2.19247E-18
AT4G02280	1.386280378	1.77105E-05	0.000149997
AT4G21870	1.384192621	0.000144393	0.000942126
AT2G36220	1.383265968	1.48511E-08	2.63421E-07
AT3G44840	1.382356976	0.014259011	0.046626669
AT5G25460	1.38106063	5.47041E-15	3.2829E-13
AT5G18170	1.379189374	2.37598E-17	2.00961E-15
AT1G70290	1.377157676	7.8871E-09	1.47146E-07
AT3G50460	1.374465331	4.94599E-05	0.000371134
AT2G41430	1.373161191	2.30558E-15	1.50161E-13
AT4G25620	1.370865678	4.19377E-12	1.48045E-10
AT3G18250	1.369109996	2.95839E-05	0.000237548
AT4G21400	1.367919975	8.12972E-14	3.97111E-12
AT5G39530	1.366252421	2.01726E-11	6.27717E-10
AT2G35910	1.365001762	1.96166E-11	6.11927E-10
AT2G16360	1.364224766	0.006318671	0.023834497
AT5G27760	1.363869759	9.69475E-20	1.24039E-17
AT1G03850	1.360813676	4.0286E-11	1.18208E-09
AT5G58630	1.360697062	2.51824E-05	0.000206414
AT1G67148	1.359591099	2.96617E-09	5.98098E-08
AT4G28703	1.35910092	3.36963E-05	0.00026641
AT5G10380	1.35908507	7.17552E-05	0.000513804
AT2G26820	1.35903468	1.22468E-06	1.38484E-05
AT5G42900	1.355902297	1.26643E-09	2.77886E-08
AT5G54080	1.354791524	5.92417E-14	2.99236E-12
AT5G06980	1.351587781	5.47512E-13	2.29543E-11
AT2G03730	1.3514901	6.01803E-16	4.2608E-14
AT1G14642	1.349343192	0.003509498	0.014534487
AT2G14230	1.347147935	0.002341823	0.010261759
AT1G70920	1.346008943	0.001174166	0.005732105
AT3G59480	1.345605534	1.76565E-11	5.57685E-10
AT5G42680	1.34326546	3.95475E-06	3.93058E-05
AT1G33880	1.343240378	9.84515E-05	0.000676334
AT1G77060	1.341415292	4.77608E-14	2.44677E-12
AT1G10140	1.335117904	7.63818E-10	1.74859E-08
AT2G44340	1.334252914	0.004234604	0.017030986
AT2G45550	1.333920576	1.21792E-05	0.00010741
AT1G01560	1.333529594	0.000394329	0.002230991
AT1G11070	1.332547326	4.44794E-07	5.64503E-06
AT2G21040	1.331279573	0.015169599	0.04903177
AT2G26975	1.331052749	0.001874659	0.008521332
AT2G19190	1.330682506	6.4831E-05	0.000469559
AT2G15620	1.329227801	2.78783E-11	8.46594E-10
AT4G09780	1.326280217	0.000128152	0.000851365
AT5G60310	1.325087071	1.76086E-08	3.07145E-07
AT3G13450	1.324228228	9.92389E-10	2.22735E-08
AT4G26260	1.322406461	0.000951378	0.004776792
AT4G03420	1.322175614	5.41532E-07	6.68428E-06
AT1G17170	1.320768228	1.79207E-13	8.12394E-12
AT4G34030	1.317146063	3.45844E-09	6.90181E-08
AT1G12010	1.316604165	9.67919E-07	1.125E-05
AT3G12510	1.312705546	5.03709E-09	9.75863E-08
AT1G63180	1.312507357	1.56895E-08	2.76929E-07
AT2G38370	1.312299217	3.00714E-17	2.49326E-15
AT5G65140	1.311525916	4.8317E-08	7.64488E-07
AT3G09922	1.311264245	0.012030267	0.040548659
AT3G10020	1.310299035	2.06822E-09	4.3297E-08
AT2G44480	1.31008147	2.47411E-12	9.26055E-11
AT5G42830	1.309314196	1.3941E-05	0.000121125
AT4G02810	1.309298418	8.62484E-05	0.000601889
AT1G54740	1.309263349	1.09824E-07	1.60377E-06
AT5G63190	1.308115867	2.55731E-15	1.63145E-13
AT1G64065	1.308063014	0.012280115	0.041302415
AT1G23710	1.307787602	3.11806E-06	3.16771E-05
AT3G57700	1.307746189	0.000178904	0.001134409
AT5G52050	1.306597672	0.001524037	0.007176044
AT2G41380	1.305512213	1.67357E-09	3.57176E-08
AT2G40750	1.305367042	5.84641E-10	1.37718E-08
AT1G76220	1.304953323	2.45499E-08	4.14454E-07
AT2G33585	1.300989519	3.75433E-14	1.95312E-12
AT5G11090	1.299447244	2.43273E-08	4.10972E-07
AT3G20660	1.298577682	1.29946E-12	5.0389E-11
AT1G02220	1.296421839	1.11381E-21	1.73293E-19
AT1G67910	1.296162076	5.82366E-07	7.1359E-06
AT1G03220	1.295703969	2.46932E-06	2.57883E-05
AT4G02330	1.295643617	1.01194E-07	1.48809E-06
AT3G23120	1.295421874	0.000376157	0.002146486
AT3G12502	1.293812727	0.000738732	0.003846259
AT2G42620	1.293136802	1.99395E-14	1.10214E-12
AT2G40330	1.292800564	8.23345E-08	1.23673E-06
AT3G05685	1.292704018	5.06962E-07	6.31323E-06
AT1G69485	1.291363888	0.000463143	0.002563916
AT2G23320	1.290025736	1.44696E-16	1.11396E-14
AT2G29720	1.289303155	6.47737E-13	2.66333E-11
AT2G30590	1.288595231	2.67537E-18	2.68657E-16
AT3G21090	1.288315221	1.44729E-06	1.60559E-05
AT3G15518	1.286666838	0.000210471	0.001303095
AT5G13330	1.285624804	6.44517E-06	6.05707E-05
AT3G12500	1.285077206	0.00095067	0.004774185
AT1G33870	1.284893898	5.10024E-07	6.34762E-06
AT1G72330	1.2847081	5.07868E-09	9.8241E-08
AT2G31810	1.284514875	4.10811E-18	3.99787E-16
AT1G09090	1.283063254	7.41559E-07	8.85829E-06
AT1G60000	1.281651096	1.17668E-06	1.33355E-05
AT3G52340	1.281614741	2.7617E-08	4.61291E-07
AT3G13730	1.278220713	1.86149E-10	4.84198E-09
AT2G43830	1.277676002	0.011999797	0.040476483
AT3G49580	1.277230218	0.00660623	0.024741462
AT5G38870	1.276832875	0.008309787	0.029937431
AT3G07500	1.276253405	7.97069E-07	9.46155E-06
AT1G71500	1.275276118	2.15643E-12	8.14887E-11
AT2G42140	1.273090473	0.000159278	0.00102361
AT2G44390	1.272944048	4.19401E-05	0.000321112
AT2G46790	1.271881868	2.65684E-13	1.16462E-11
AT3G61190	1.271072567	0.003018282	0.012745151
AT1G53440	1.269044808	8.3231E-10	1.88824E-08
AT4G21510	1.268778003	2.09243E-10	5.37749E-09
AT2G22860	1.266119411	0.004305981	0.017273952
AT4G16600	1.265292973	2.85728E-09	5.81256E-08
AT3G07650	1.264264748	6.26771E-08	9.67408E-07
AT4G04700	1.264253881	1.30304E-07	1.87354E-06
AT5G40850	1.263654318	8.87734E-18	8.13649E-16
AT1G68585	1.262864181	7.075E-11	1.9836E-09
AT4G34380	1.260565664	0.000225149	0.001380749
AT2G36690	1.259473416	0.001217608	0.00591326
AT5G28510	1.25946836	0.002504878	0.010877779
AT5G54170	1.25944935	8.66628E-15	5.05633E-13
AT5G05600	1.258933211	0.000837448	0.004288477
AT4G19080	1.25833268	0.002464418	0.010724386
AT5G42840	1.258125471	5.94299E-05	0.000434939
AT4G17260	1.257579235	6.04026E-06	5.71919E-05
AT5G09710	1.257330203	1.18509E-08	2.15204E-07
AT1G62750	1.256792869	2.45075E-15	1.57983E-13
AT3G43430	1.255497558	2.64995E-08	4.44391E-07
AT1G25550	1.254734724	7.21056E-16	5.0205E-14
AT5G05440	1.254630925	1.79444E-07	2.50021E-06
AT1G51420	1.25379717	1.84795E-17	1.61076E-15
AT5G17380	1.251086268	2.94759E-12	1.07829E-10
AT5G04760	1.250506092	2.84938E-13	1.24469E-11
AT1G20700	1.24869911	9.10798E-11	2.49801E-09
AT3G11390	1.247451248	0.0016921	0.007839958
AT2G27830	1.246878484	1.94075E-08	3.34358E-07
AT5G07571	1.246663722	0.000967922	0.004845989
AT2G29420	1.245796944	5.01076E-17	4.10052E-15
AT4G29050	1.245533634	1.91027E-05	0.000160388
AT5G67340	1.245085307	1.24364E-08	2.24541E-07
AT1G33590	1.244867075	2.00943E-18	2.05885E-16
AT1G67470	1.244584731	0.000194614	0.001219602
AT3G54040	1.244427793	0.002680554	0.011531552
AT5G44580	1.244328712	0.004593095	0.018214122
AT4G20830	1.244030769	1.076E-08	1.97384E-07
AT2G24100	1.242974981	1.68848E-15	1.12886E-13
AT4G38540	1.241870773	9.0756E-09	1.68075E-07
AT5G01810	1.240355707	8.08335E-17	6.4475E-15
AT4G33420	1.239639163	2.26489E-10	5.80148E-09
AT3G23760	1.239002543	0.005921421	0.022569093
AT1G01340	1.232289651	4.02519E-07	5.15784E-06
AT3G19580	1.231647717	1.21584E-05	0.000107264
AT5G20710	1.23033128	0.002768427	0.011852932
AT5G22550	1.229527622	2.07339E-10	5.33808E-09
AT1G50040	1.229363097	8.3799E-09	1.55878E-07
AT3G55980	1.229124137	6.22363E-06	5.87295E-05
AT5G64890	1.228930786	4.79632E-05	0.000360977
AT1G51620	1.228091379	2.29528E-07	3.1137E-06
AT1G72490	1.226309068	8.63134E-07	1.01423E-05
AT1G23440	1.225832014	1.3141E-13	6.14504E-12
AT1G66970	1.224793366	0.006685791	0.024976339
AT5G14780	1.224455898	0.000430357	0.002407268
AT3G56200	1.224278258	0.001480064	0.007010903
AT2G16365	1.223112877	6.67905E-15	3.96107E-13
AT4G11655	1.22212704	9.99565E-06	9.01074E-05
AT3G48850	1.219945943	0.000248037	0.001498866
AT1G05700	1.21949663	1.1554E-06	1.31357E-05
AT3G26690	1.219487593	6.8142E-16	4.75767E-14
AT5G53490	1.21916157	1.0828E-07	1.5849E-06
AT1G21000	1.217183098	3.35678E-12	1.21563E-10
AT1G13540	1.216173182	2.58054E-09	5.27942E-08
AT5G21170	1.215711966	2.24381E-08	3.81357E-07
AT4G34950	1.215273767	1.59119E-07	2.25254E-06
AT1G14540	1.215007517	0.000899273	0.004548703
AT5G60760	1.21234212	1.17171E-06	1.32911E-05
AT3G52430	1.210731207	1.33005E-05	0.000116282
AT1G69520	1.209823694	1.03481E-13	4.94922E-12
AT4G17940	1.209281837	4.0565E-15	2.50598E-13
AT1G18970	1.209245256	1.87342E-05	0.0001576
AT1G19330	1.208947853	2.09433E-06	2.22878E-05
AT1G51760	1.208734431	1.68557E-08	2.95034E-07
AT4G08040	1.208244703	9.96658E-05	0.000683744
AT3G10450	1.207461442	0.000834039	0.004275078
AT1G70660	1.206501521	5.58625E-08	8.71836E-07
AT5G09720	1.206037142	1.24811E-10	3.36455E-09
AT5G04310	1.205652839	0.001058857	0.005235092
AT5G07860	1.203966092	2.69917E-07	3.58633E-06
AT1G53250	1.203769484	3.7795E-07	4.87026E-06
AT5G64110	1.202963745	0.011488964	0.039063717
AT2G38530	1.202834824	1.20985E-05	0.000106885
AT1G01770	1.202063335	7.54406E-14	3.72839E-12
AT1G11260	1.201473195	1.6033E-06	1.76007E-05
AT5G49440	1.200845366	0.001617887	0.007548991
AT2G43400	1.19898602	8.40381E-07	9.91193E-06
AT3G02480	1.198898163	0.002603737	0.011251017
AT5G46780	1.198048591	2.95646E-09	5.97096E-08
AT1G60740	1.197791453	7.19551E-12	2.42464E-10
AT4G16910	1.197761499	4.65684E-05	0.00035248
AT1G63350	1.191584981	5.06578E-05	0.000379332
AT4G13180	1.190344341	1.31157E-17	1.17644E-15
AT4G04570	1.190336803	2.68348E-05	0.000217974
AT4G32690	1.189897434	1.60955E-10	4.24803E-09
AT2G32690	1.189809911	0.002971648	0.012577731
AT1G12790	1.18958559	6.3215E-10	1.47942E-08
AT1G29660	1.187794848	7.1093E-08	1.08732E-06
AT4G37900	1.185431547	2.66451E-05	0.00021665
AT3G52400	1.185033805	0.000620706	0.003302699
AT5G59820	1.184368749	9.07724E-05	0.000629079
AT4G27730	1.18415713	2.99795E-14	1.61116E-12
AT1G53633	1.181125312	1.4518E-05	0.000125618
AT5G57660	1.180729409	2.45715E-15	1.57991E-13
AT5G44690	1.180401256	0.011240119	0.038331375
AT2G17280	1.178098702	3.38426E-12	1.22382E-10
AT2G27080	1.177172724	0.000834444	0.004275698
AT1G79160	1.177155202	0.000889213	0.004506859
AT5G55090	1.176217581	4.93001E-10	1.17813E-08
